case_id,role,config_path,run_dir,load_profile_path,timestep_count,start_datetime,end_datetime,horizon_steps,moving_average_window_steps,startup_cost_g_per_start,shutdown_cost_g_per_shutdown,soft_soc_penalty_g_per_kwh,min_up_time_steps,rolling_fuel_kg,full_fuel_kg,fuel_delta_vs_full_pct,rolling_starts,full_starts,minimum_soc_pct,final_soc_pct,realized_low_soc_slack_kwh,realized_high_soc_slack_kwh,local_low_soc_slack_kwh,local_high_soc_slack_kwh,run_count,run_lengths_steps,runs_shorter_than_min_up,minimum_length_runs,median_local_solve_time_s,p95_local_solve_time_s,max_local_solve_time_s,nonoptimal_timeout_infeasible_local_solve_count,benchmark_status,benchmark_solve_time_s,three_day_counterpart_case_id,three_day_fuel_delta_vs_full_pct,three_day_rolling_starts,three_day_minimum_soc_pct,three_day_final_soc_pct,three_day_p95_local_solve_time_s
balanced_6day_h16_ma4_c500_p10k_minup6,main_balanced_baseline,C:\Users\bulve\OneDrive\master\model\config\rolling_horizon_thesis_balanced_6day.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-30_100448_rolling_horizon_thesis_balanced_6day_h16_ma4_c500_p10k_minup6,C:\Users\bulve\OneDrive\master\model\data\operational_profiles\operational_load_profile_6day_15min_avg.csv,534,2026-01-26 01:00:00,2026-01-31 14:15:00,16,4,500.0,0.0,10000.0,6,1630.0517303614477,1592.2100651758487,2.376675415716552,16,11,20.374791510404854,33.714651346165695,0.0,0.0,607.8430439212511,1.2585972897065802e-11,16,G1:17;G1:6;G1:6;G1:6;G1:6;G1:26;G1:6;G1:6;G1:6;G1:6;G1:6;G1:48;G1:6;G1:6;G1:6;G1:6,0,13,0.09563493728637695,2.0682551741600035,4.01684308052063,0,OPTIMAL,2517.276907682419,balanced_h16_ma4_c500_p10k_minup6,2.5384039059373706,5,20.089623460257766,27.438710106391483,1.5180899620056145
conservative_6day_h24_ma4_c500_p20k_minup6,conservative_operator_comparison,C:\Users\bulve\OneDrive\master\model\config\rolling_horizon_thesis_conservative_6day.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-30_105222_rolling_horizon_thesis_conservative_6day_h24_ma4_c500_p20k_minup6,C:\Users\bulve\OneDrive\master\model\data\operational_profiles\operational_load_profile_6day_15min_avg.csv,534,2026-01-26 01:00:00,2026-01-31 14:15:00,24,4,500.0,0.0,20000.0,6,1657.8028096574585,1592.2100651758487,4.119603682719177,16,11,20.450850430388282,48.90245950041535,0.0,0.0,525.4013703817866,0.0,16,G1:17;G1:10;G1:6;G1:6;G1:6;G1:22;G1:6;G1:6;G1:6;G1:6;G1:6;G1:51;G1:6;G1:6;G1:6;G1:6,0,12,0.21936750411987305,4.442626166343688,6.317631959915161,0,OPTIMAL,2134.1016750335693,conservative_h24_ma4_c500_p20k_minup6,6.898171212043093,5,23.230193169092928,43.59598771696525,3.5351153850555415
