DateTime,Latitude,Longitude,Electric Power System > Energy Storage Main > 1 > Battery Space > Power,Electric Power System > Energy Storage Main > 1 > Battery Space > State of Charge,Electric Power System > Generator Set > 1 > Engine > Fuel Rate,Electric Power System > Generator Set > 1 > Engine > Load percentage,Electric Power System > Generator Set > 1 > Engine > Speed,Electric Power System > Generator Set > 1 > Engine > Torque percentage,Electric Power System > Generator Set > 2 > Engine > Fuel Rate,Electric Power System > Generator Set > 2 > Engine > Load percentage,Electric Power System > Generator Set > 2 > Engine > Speed,Electric Power System > Generator Set > 2 > Engine > Torque percentage,Navigation and Communication > Navigation Data > Location Current > Speed Over Ground,Propulsion and Steering > Propulsion Main Electric > Port > Inverter > Power,Propulsion and Steering > Propulsion Main Electric > Starboard > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Aft > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Forward > Inverter > Power
2026-03-01 11:26:00,60.39702,5.31684,23.87,32.8,,,,,,,,,0.0,,,,0.0
2026-03-01 11:27:00,60.397,5.31686,21.71,,,,,,,,,,,,,,
2026-03-01 11:28:00,60.39701,5.31688,20.25,,1.09,4.75,649.43,2.5,,,,,,,,,
2026-03-01 11:29:00,60.39701,5.31688,34.94,32.7,0.95,,648.28,,0.0,0.0,0.0,0.0,0.02,3.16,4.37,0.0,
2026-03-01 11:30:00,60.39702,5.31688,-5.61,,16.0,22.2,1281.77,22.1,,,,,,,5.35,,
2026-03-01 11:31:00,60.39703,5.31683,-17.74,,17.53,21.5,1399.82,21.5,,,,,0.02,,0.0,1.73,2.05
2026-03-01 11:32:00,60.39704,5.31685,-16.61,32.8,17.54,21.75,1399.68,21.5,,,,,0.02,,,2.62,0.37
2026-03-01 11:33:00,60.39704,5.31678,-18.49,,17.67,21.77,1399.54,21.7,,,,,0.17,11.2,10.65,1.8,3.05
2026-03-01 11:34:00,60.39741,5.31677,-12.76,,21.42,26.5,1400.26,26.3,0.0,0.0,0.0,0.0,1.55,19.27,14.36,,
2026-03-01 11:35:00,60.39828,5.3164,-14.21,32.9,20.7,25.5,1400.11,25.5,,,,,1.97,18.02,13.35,,
2026-03-01 11:36:00,60.39915,5.31513,-15.08,,20.53,25.5,1399.5,24.5,,,,,2.02,17.54,13.34,,
2026-03-01 11:37:00,60.39989,5.31342,-14.66,,20.35,25.13,1399.64,24.5,,,,,2.0,17.24,13.21,,
2026-03-01 11:38:00,60.40046,5.31148,-14.43,,20.52,26.0,1400.5,24.86,,,,,,17.36,13.1,0.0,0.0
2026-03-01 11:39:00,60.40087,5.30936,-12.93,,25.46,35.36,1395.54,34.1,,,,,2.23,33.83,33.87,,
2026-03-01 11:40:00,60.40148,5.30632,-7.74,33.05,40.34,48.7,1399.73,48.5,0.0,0.0,0.0,0.0,3.32,63.07,62.93,,
2026-03-01 11:41:00,60.40213,5.30324,-7.79,,40.17,48.5,1400.09,47.75,,,,,3.36,62.59,62.22,,
2026-03-01 11:42:00,60.40279,5.30023,-8.2,,39.74,47.67,1400.09,48.0,,,,,,62.31,62.11,,
2026-03-01 11:43:00,60.40352,5.29678,-8.17,,39.67,47.72,1400.05,47.5,,,,,3.33,62.48,61.61,0.0,0.0
2026-03-01 11:44:00,60.40402,5.29323,-8.61,,39.65,47.9,1400.11,47.5,,,,,3.32,62.24,61.78,,
2026-03-01 11:45:00,60.40435,5.28961,-8.62,33.3,39.95,48.5,1399.45,47.5,0.0,0.0,0.0,0.0,3.3,62.13,61.82,,
2026-03-01 11:46:00,60.40451,5.28586,-7.66,,39.98,48.5,1400.18,47.64,,,,,3.32,62.21,61.84,,
2026-03-01 11:47:00,60.40467,5.28222,-8.75,,40.0,48.5,1399.82,47.75,,,,,3.28,62.52,61.79,,
2026-03-01 11:48:00,60.40464,5.27895,-7.92,,39.93,48.5,1399.95,47.0,,,,,3.32,62.17,62.04,0.0,0.0
2026-03-01 11:49:00,60.4046,5.27568,-7.59,,39.38,47.5,1400.05,47.5,,,,,3.33,62.13,62.03,,
2026-03-01 11:50:00,60.40454,5.27193,-8.14,33.4,39.36,47.5,1398.94,46.75,0.0,0.0,0.0,0.0,3.34,62.05,61.81,,
2026-03-01 11:51:00,60.4045,5.26814,-7.77,,39.3,47.5,1399.73,47.5,,,,,3.38,61.79,61.61,,
2026-03-01 11:52:00,60.40444,5.26435,-7.84,,39.81,48.5,1399.5,47.5,,,,,3.38,61.63,61.37,,
2026-03-01 11:53:00,60.40438,5.26053,-7.29,,39.69,,1399.45,47.5,,,,,3.38,61.62,61.54,0.0,0.0
2026-03-01 11:54:00,60.40434,5.25677,-8.23,,39.62,48.0,1400.44,47.5,,,,,3.41,61.48,61.31,,
2026-03-01 11:55:00,60.40431,5.25294,-8.25,33.5,39.42,48.0,1400.0,47.5,0.0,0.0,0.0,0.0,3.41,61.28,61.17,,
2026-03-01 11:56:00,60.4043,5.24959,-7.99,,38.82,47.0,1400.0,46.5,,,,,3.46,61.32,60.92,,
2026-03-01 11:57:00,60.40421,5.24623,-9.05,,38.94,48.0,1399.68,46.5,,,,,3.46,61.29,60.89,,
2026-03-01 11:58:00,60.40385,5.24229,-8.06,,38.97,47.5,1400.2,46.5,,,,,3.52,61.29,61.01,0.0,0.0
2026-03-01 11:59:00,60.40328,5.23846,-8.01,,39.59,47.5,1399.41,47.5,,,,,3.5,61.84,61.52,,
2026-03-01 12:00:00,60.40255,5.23475,-8.12,33.6,39.73,,1400.22,47.5,0.0,0.0,0.0,0.0,3.52,61.82,62.05,,
2026-03-01 12:01:00,60.40197,5.23143,-7.8,,39.96,48.5,1399.9,47.68,,,,,3.44,63.45,62.18,,
2026-03-01 12:02:00,60.40111,5.22845,-8.29,,39.99,48.5,1399.68,47.63,,,,,3.47,63.3,62.76,,
2026-03-01 12:03:00,60.4,5.22526,-7.34,,39.19,47.0,1399.95,46.5,,,,,3.5,62.69,62.59,0.0,0.0
2026-03-01 12:04:00,60.39892,5.22202,-8.24,,39.18,47.5,1399.82,47.5,,,,,3.52,62.26,62.07,,
2026-03-01 12:05:00,60.39787,5.21864,-8.37,33.7,39.11,47.5,1399.71,46.5,0.0,0.0,0.0,0.0,3.53,62.17,62.04,,
2026-03-01 12:06:00,60.39678,5.2153,-7.42,,39.41,48.0,1400.2,,,,,,3.55,62.11,62.22,,
2026-03-01 12:07:00,60.39572,5.21189,-7.97,,39.61,47.86,1399.71,47.5,,,,,3.62,62.02,61.69,,
2026-03-01 12:08:00,60.39485,5.20881,-7.5,,39.55,47.5,1400.17,47.5,,,,,3.65,61.61,61.59,0.0,0.0
2026-03-01 12:09:00,60.39397,5.20571,-6.77,,39.6,47.5,1400.25,47.5,,,,,3.64,61.9,61.83,,
2026-03-01 12:10:00,60.39293,5.20219,-8.12,33.7,39.39,47.5,1399.77,47.5,0.0,0.0,0.0,0.0,3.67,61.64,61.84,,
2026-03-01 12:11:00,60.3919,5.19855,-7.47,,39.25,47.5,1399.5,46.83,,,,,3.64,61.62,61.65,,
2026-03-01 12:12:00,60.3909,5.19502,-7.36,,39.06,,1400.36,46.5,,,,,3.6,61.43,61.49,,
2026-03-01 12:13:00,60.38982,5.1916,-6.97,,39.9,48.0,1399.85,48.5,,,,,3.58,62.18,61.86,0.0,0.0
2026-03-01 12:14:00,60.38887,5.18861,-6.68,,40.09,48.5,1399.44,48.16,,,,,3.61,61.91,61.74,,
2026-03-01 12:15:00,60.38792,5.18561,-6.99,33.8,39.8,48.38,1399.82,47.56,0.0,0.0,0.0,0.0,3.58,61.52,61.24,,
2026-03-01 12:16:00,60.3868,5.18228,-7.54,,40.03,48.5,1400.0,48.32,,,,,3.55,61.61,61.39,,
2026-03-01 12:17:00,60.38563,5.17905,-7.54,,39.6,47.5,1399.73,47.5,,,,,3.56,62.04,61.69,,
2026-03-01 12:18:00,60.38435,5.17595,-8.38,,39.73,,1399.91,47.5,,,,,3.56,62.24,62.36,0.0,0.0
2026-03-01 12:19:00,60.38296,5.173,-7.48,,39.83,48.5,1400.09,47.5,,,,,3.57,62.45,61.93,,
2026-03-01 12:20:00,60.38155,5.17078,-7.59,33.9,39.95,47.75,1400.0,47.5,0.0,0.0,0.0,0.0,3.59,62.68,62.03,,
2026-03-01 12:21:00,60.38002,5.16905,-6.97,,40.19,49.0,1400.17,47.83,,,,,3.56,62.06,62.16,,
2026-03-01 12:22:00,60.37822,5.16743,-7.36,,40.4,48.5,1399.0,48.5,,,,,3.5,62.71,62.43,,
2026-03-01 12:23:00,60.37632,5.16637,-7.62,,40.2,48.5,1400.05,48.5,,,,,3.52,62.5,61.98,0.0,0.0
2026-03-01 12:24:00,60.37438,5.16595,-6.53,,39.6,47.92,1400.17,47.5,,,,,3.55,62.26,62.48,,
2026-03-01 12:25:00,60.37242,5.1661,-6.58,33.9,39.77,47.9,1400.33,47.5,0.0,0.0,0.0,0.0,3.58,62.31,62.43,,
2026-03-01 12:26:00,60.37042,5.16645,-7.33,,40.02,48.5,1399.41,47.78,,,,,3.63,62.38,63.09,,
2026-03-01 12:27:00,60.3686,5.16671,-7.36,,39.97,48.5,1400.14,47.82,,,,,3.71,62.49,62.8,,
2026-03-01 12:28:00,60.36674,5.16692,-7.33,,39.84,48.5,1400.0,47.59,,,,,3.68,62.06,61.91,0.0,0.0
2026-03-01 12:29:00,60.36471,5.16712,-7.44,,39.73,48.25,1399.5,48.0,,,,,3.59,61.73,62.11,,
2026-03-01 12:30:00,60.36266,5.16702,-5.72,34.0,39.79,48.17,1400.36,47.61,0.0,0.0,0.0,0.0,3.57,62.03,62.0,,
2026-03-01 12:31:00,60.36076,5.16694,-7.21,,40.2,48.27,1399.91,47.68,,,,,3.09,65.01,63.27,,
2026-03-01 12:32:00,60.35909,5.16706,-7.2,,39.84,47.64,1400.68,47.64,,,,,3.65,63.16,64.27,,
2026-03-01 12:33:00,60.35741,5.16715,-6.33,,39.61,47.5,1400.14,47.27,,,,,3.42,62.28,62.74,0.0,0.0
2026-03-01 12:34:00,60.35552,5.16719,-7.8,,39.59,48.5,1399.95,47.88,,,,,3.31,62.16,62.3,,
2026-03-01 12:35:00,60.35367,5.167,-7.65,34.1,39.78,48.5,1399.64,47.59,0.0,0.0,0.0,0.0,3.35,62.11,61.86,,
2026-03-01 12:36:00,60.35178,5.16694,-6.98,,39.8,47.5,1399.8,47.5,,,,,3.27,62.0,61.67,,
2026-03-01 12:37:00,60.34998,5.16694,-7.31,,39.97,48.5,1400.3,47.59,,,,,3.23,62.3,62.4,,
2026-03-01 12:38:00,60.34817,5.16699,-7.01,,39.63,47.5,1400.91,47.31,,,,,3.24,63.33,63.43,0.0,0.0
2026-03-01 12:39:00,60.34659,5.16712,-6.83,,39.67,47.72,1399.5,47.5,,,,,3.35,62.28,62.41,,
2026-03-01 12:40:00,60.34495,5.16725,-7.95,34.1,39.59,47.65,1400.54,47.5,0.0,0.0,0.0,0.0,3.33,62.01,62.18,,
2026-03-01 12:41:00,60.3431,5.16742,-7.43,,39.63,47.5,1399.86,47.5,,,,,3.34,62.25,62.22,,
2026-03-01 12:42:00,60.34122,5.16759,-7.21,,39.82,47.75,1399.77,48.25,,,,,3.39,62.29,62.44,,
2026-03-01 12:43:00,60.33932,5.16747,-7.66,,39.71,47.86,1400.32,47.5,,,,,,62.44,62.3,0.0,
2026-03-01 12:44:00,60.33743,5.16693,-6.67,,39.66,47.65,1399.91,48.0,,,,,3.47,62.16,63.19,,0.0
2026-03-01 12:45:00,60.33584,5.16564,-7.36,34.2,39.18,47.5,1400.0,46.93,0.0,0.0,0.0,0.0,3.5,61.72,63.1,,
2026-03-01 12:46:00,60.33458,5.16332,-7.79,,39.1,47.5,1399.72,46.72,,,,,3.48,61.64,61.98,,
2026-03-01 12:47:00,60.33351,5.16005,-7.39,,39.22,47.5,1400.6,46.67,,,,,3.52,62.28,62.67,,
2026-03-01 12:48:00,60.33274,5.15648,-7.45,,39.36,47.95,1399.64,47.17,,,,,3.45,61.93,61.88,0.0,
2026-03-01 12:49:00,60.33198,5.1528,-7.27,,39.85,48.3,1400.2,48.17,,,,,3.59,62.07,62.15,,0.0
2026-03-01 12:50:00,60.33116,5.14914,-6.36,34.2,39.66,48.14,1400.0,47.61,0.0,0.0,0.0,0.0,3.47,62.19,61.01,,
2026-03-01 12:51:00,60.33005,5.14678,-7.03,,39.94,47.86,1400.05,47.68,,,,,3.35,62.79,61.71,,
2026-03-01 12:52:00,60.32862,5.14555,-6.84,,39.6,47.77,1399.8,47.5,,,,,3.17,61.93,62.03,,
2026-03-01 12:53:00,60.32695,5.14443,-6.46,,39.75,48.05,1400.27,47.5,,,,,3.27,62.84,62.72,,
2026-03-01 12:54:00,60.32508,5.14394,-6.86,,39.65,47.5,1399.68,47.5,,,,,3.51,62.42,62.48,0.0,0.0
2026-03-01 12:55:00,60.32311,5.14372,-7.08,34.3,39.44,47.5,1399.27,47.1,0.0,0.0,0.0,0.0,3.49,61.96,62.52,,
2026-03-01 12:56:00,60.32116,5.14339,-6.27,,39.9,48.5,1399.75,47.5,,,,,3.46,61.92,62.36,,
2026-03-01 12:57:00,60.31946,5.14304,-7.18,,39.79,48.5,1399.89,47.5,,,,,3.53,62.07,62.49,,
2026-03-01 12:58:00,60.31774,5.14258,-6.87,,39.65,47.64,1399.35,47.5,,,,,3.47,61.32,62.21,,
2026-03-01 12:59:00,60.3159,5.142,-7.41,,39.04,47.5,1399.94,46.5,,,,,3.28,61.68,61.86,0.0,0.0
2026-03-01 13:00:00,60.31408,5.14141,-7.64,34.4,39.03,47.5,1400.05,46.5,0.0,0.0,0.0,0.0,3.28,61.95,62.04,,
2026-03-01 13:01:00,60.31228,5.14096,-6.88,,39.49,47.62,1399.82,46.75,,,,,3.28,61.99,62.3,,
2026-03-01 13:02:00,60.31044,5.14059,-6.56,,39.85,48.5,1399.91,47.68,,,,,3.27,61.94,61.86,,
2026-03-01 13:03:00,60.30864,5.14027,-7.13,,39.87,48.5,1400.68,47.5,,,,,3.24,61.91,62.17,,
2026-03-01 13:04:00,60.30687,5.13991,-6.89,,40.05,48.5,1399.82,47.68,,,,,3.28,62.02,62.24,0.0,0.0
2026-03-01 13:05:00,60.30512,5.13955,-6.75,34.4,40.17,48.5,1399.85,47.87,0.0,0.0,0.0,0.0,3.19,62.12,62.49,,
2026-03-01 13:06:00,60.3036,5.13922,-7.18,,39.55,47.5,1400.54,47.5,,,,,3.14,62.51,62.52,,
2026-03-01 13:07:00,60.30205,5.13888,-6.31,,39.95,48.06,1399.65,48.0,,,,,3.17,62.79,62.51,,
2026-03-01 13:08:00,60.30024,5.13868,-7.12,,39.98,48.5,1399.64,47.7,,,,,3.17,62.63,62.27,,
2026-03-01 13:09:00,60.29843,5.13869,-6.37,,40.2,48.75,1399.68,47.8,,,,,3.18,62.58,62.63,0.0,0.0
2026-03-01 13:10:00,60.29665,5.1388,-6.01,34.5,40.22,48.5,1399.56,48.25,0.0,0.0,0.0,0.0,3.21,62.51,62.64,,
2026-03-01 13:11:00,60.29489,5.13919,-6.54,,40.2,49.0,1399.77,48.25,,,,,3.21,62.64,62.81,,
2026-03-01 13:12:00,60.29335,5.13968,-6.69,,40.2,48.5,1399.75,48.41,,,,,3.19,62.36,62.58,,
2026-03-01 13:13:00,60.29182,5.14031,-7.0,,39.77,48.5,1400.0,47.5,,,,,3.14,62.51,62.31,,
2026-03-01 13:14:00,60.2901,5.14127,-7.16,,39.35,47.5,1400.0,46.5,,,,,3.17,62.19,62.19,0.0,0.0
2026-03-01 13:15:00,60.28836,5.14228,-6.72,34.5,39.15,47.5,1399.65,46.68,0.0,0.0,0.0,0.0,3.18,62.4,62.45,,
2026-03-01 13:16:00,60.28662,5.14322,-6.72,,39.24,47.5,1399.91,47.0,,,,,3.2,62.15,62.21,,
2026-03-01 13:17:00,60.2849,5.14405,-6.96,,39.82,48.5,1399.68,48.0,,,,,3.2,61.92,62.23,,
2026-03-01 13:18:00,60.28336,5.14449,-6.59,,39.81,47.75,1400.2,47.5,,,,,3.21,62.05,62.14,,
2026-03-01 13:19:00,60.28177,5.14478,-6.57,,39.75,48.5,1400.45,47.5,,,,,3.24,61.92,62.22,0.0,0.0
2026-03-01 13:20:00,60.27999,5.14506,-7.15,34.6,39.69,48.0,1398.9,48.0,0.0,0.0,0.0,0.0,3.24,61.96,61.98,,
2026-03-01 13:21:00,60.27818,5.14534,-7.31,,39.4,47.5,1399.95,47.5,,,,,3.27,62.11,62.18,,
2026-03-01 13:22:00,60.27636,5.14561,-7.63,,39.03,47.5,1400.2,46.72,,,,,3.24,62.01,61.91,,
2026-03-01 13:23:00,60.27458,5.14587,-7.39,,39.18,47.5,1398.87,46.81,,,,,3.21,62.19,62.01,,
2026-03-01 13:24:00,60.27278,5.14614,-6.24,,39.69,47.5,1399.89,47.5,,,,,3.2,61.77,62.24,0.0,0.0
2026-03-01 13:25:00,60.27102,5.14631,-7.0,34.6,39.65,47.5,1400.2,47.5,0.0,0.0,0.0,0.0,3.24,61.96,62.09,,
2026-03-01 13:26:00,60.26945,5.14644,-6.92,,39.5,47.5,1399.35,47.5,,,,,3.19,61.84,61.71,,
2026-03-01 13:27:00,60.26787,5.14659,-6.97,,39.22,47.5,1399.73,46.5,,,,,3.27,61.61,61.82,,
2026-03-01 13:28:00,60.26607,5.1468,-7.48,,39.26,47.5,1400.09,46.5,,,,,3.22,61.87,61.85,,
2026-03-01 13:29:00,60.2643,5.147,-6.5,,39.14,47.5,1399.14,46.71,,,,,3.22,61.97,62.04,0.0,0.0
2026-03-01 13:30:00,60.2625,5.14719,-6.94,34.7,39.23,48.5,1399.22,46.94,0.0,0.0,0.0,0.0,3.17,62.12,61.84,,
2026-03-01 13:31:00,60.2607,5.14741,-6.48,,39.48,47.5,1399.89,47.5,,,,,3.18,61.73,62.18,,
2026-03-01 13:32:00,60.25917,5.14755,-6.56,,39.66,48.5,1399.27,48.0,,,,,3.17,61.87,62.12,,
2026-03-01 13:33:00,60.2576,5.14752,-6.2,,39.72,47.5,1400.05,47.5,,,,,3.16,62.07,61.99,,
2026-03-01 13:34:00,60.25586,5.14751,-7.18,,39.59,47.79,1400.0,47.28,,,,,3.16,62.07,61.94,0.0,0.0
2026-03-01 13:35:00,60.25412,5.14768,-6.52,34.7,39.25,47.5,1400.28,47.5,0.0,0.0,0.0,0.0,3.13,62.37,62.06,,
2026-03-01 13:36:00,60.25238,5.14808,-6.98,,39.31,47.5,1399.39,46.83,,,,,3.07,62.3,61.93,,
2026-03-01 13:37:00,60.25071,5.14867,-7.01,,39.4,47.5,1399.91,47.5,,,,,3.08,62.2,62.25,,
2026-03-01 13:38:00,60.24898,5.14942,-6.39,,40.02,48.5,1400.15,47.68,,,,,3.1,62.36,62.08,,
2026-03-01 13:39:00,60.24731,5.15035,-6.49,,40.05,48.5,1399.77,48.5,,,,,3.14,62.49,62.18,0.0,0.0
2026-03-01 13:40:00,60.24583,5.15128,-6.43,34.8,39.96,48.5,1399.89,47.83,0.0,0.0,0.0,0.0,3.22,62.14,62.06,,
2026-03-01 13:41:00,60.24431,5.15219,-6.33,,39.6,47.0,1399.82,47.5,,,,,3.23,61.93,62.09,,
2026-03-01 13:42:00,60.24257,5.15331,-7.45,,39.15,47.5,1400.09,46.5,,,,,3.28,61.74,62.29,,
2026-03-01 13:43:00,60.24079,5.15449,-7.37,,39.25,47.5,1399.69,46.93,,,,,3.36,62.0,62.11,,
2026-03-01 13:44:00,60.23903,5.15574,-6.49,,39.39,47.5,1399.59,47.28,,,,,3.37,62.01,62.31,0.0,0.0
2026-03-01 13:45:00,60.23725,5.15686,-6.77,34.9,39.6,47.5,1400.36,47.5,0.0,0.0,0.0,0.0,3.34,62.11,62.16,,
2026-03-01 13:46:00,60.23548,5.15786,-6.26,,39.61,48.0,1400.0,47.25,,,,,3.25,61.92,62.1,,
2026-03-01 13:47:00,60.23395,5.15871,-6.08,,39.54,47.8,1399.64,47.5,,,,,3.18,61.9,61.9,,
2026-03-01 13:48:00,60.23244,5.15961,-7.02,,39.31,47.5,1400.09,47.5,,,,,3.2,62.49,62.32,,
2026-03-01 13:49:00,60.23068,5.16061,-7.02,,39.3,47.5,1399.54,47.17,,,,,3.12,62.36,61.98,0.0,0.0
2026-03-01 13:50:00,60.22904,5.1616,-6.01,34.9,39.66,47.7,1399.77,47.25,0.0,0.0,0.0,0.0,2.95,64.12,63.04,,
2026-03-01 13:51:00,60.22744,5.16276,-7.25,,39.8,48.06,1399.68,47.65,,,,,3.08,63.73,62.56,,
2026-03-01 13:52:00,60.22606,5.16401,-6.17,,40.15,48.5,1400.54,47.59,,,,,3.08,64.05,63.21,,
2026-03-01 13:53:00,60.22474,5.16548,-5.94,,39.91,47.83,1399.8,47.59,,,,,3.15,63.53,62.82,,
2026-03-01 13:54:00,60.22333,5.16744,-6.11,,39.9,47.73,1399.91,47.64,,,,,3.07,63.04,62.79,0.0,0.0
2026-03-01 13:55:00,60.22192,5.16942,-7.19,35.0,39.61,47.5,1400.59,47.4,0.0,0.0,0.0,0.0,3.1,63.49,63.6,,
2026-03-01 13:56:00,60.2205,5.1714,-6.46,,39.64,47.68,1399.96,47.5,,,,,3.2,63.29,63.14,,
2026-03-01 13:57:00,60.21902,5.1734,-6.64,,39.58,47.5,1399.86,47.5,,,,,3.04,63.06,62.68,,
2026-03-01 13:58:00,60.21777,5.17517,-5.93,,39.82,48.18,1399.82,47.5,,,,,3.1,62.98,63.08,,
2026-03-01 13:59:00,60.21652,5.17692,-6.22,,40.08,48.5,1399.32,48.0,,,,,3.03,62.76,63.2,0.0,0.0
2026-03-01 14:00:00,60.2151,5.17895,-6.53,35.1,40.06,48.5,1400.14,47.67,,,,,3.05,62.82,63.14,,
2026-03-01 14:01:00,60.21371,5.18095,-6.04,,39.93,48.06,1399.68,47.68,0.0,0.0,0.0,0.0,3.08,63.46,62.94,,
2026-03-01 14:02:00,60.21234,5.183,-6.27,,39.54,47.0,1400.27,47.11,,,,,3.08,63.04,62.61,,
2026-03-01 14:03:00,60.21097,5.18501,-6.53,,39.41,47.5,1400.3,47.5,,,,,3.05,63.13,62.9,,
2026-03-01 14:04:00,60.20956,5.18711,-6.72,,39.45,47.5,1399.86,47.5,,,,,3.13,63.0,62.87,0.0,0.0
2026-03-01 14:05:00,60.20835,5.18892,-6.73,35.1,39.38,47.5,1399.45,47.5,,,,,3.05,63.04,63.11,,
2026-03-01 14:06:00,60.20714,5.19074,-5.93,,39.73,47.85,1400.0,47.5,0.0,0.0,0.0,0.0,3.08,63.03,62.94,,
2026-03-01 14:07:00,60.20574,5.19284,-6.12,,39.86,47.9,1400.18,47.5,,,,,3.13,63.02,62.94,,
2026-03-01 14:08:00,60.20435,5.19491,-6.78,,39.91,47.8,1399.45,47.7,,,,,3.09,63.18,62.82,,
2026-03-01 14:09:00,60.20297,5.19699,-7.61,,39.35,47.5,1400.55,46.77,,,,,3.07,62.76,62.71,0.0,0.0
2026-03-01 14:10:00,60.2016,5.19904,-6.62,35.2,39.38,47.5,1399.78,47.0,,,,,3.06,62.82,63.07,,
2026-03-01 14:11:00,60.20022,5.20112,-7.56,,39.65,47.7,1399.54,47.5,0.0,0.0,0.0,0.0,3.06,62.8,63.0,,
2026-03-01 14:12:00,60.19902,5.20294,-6.97,,39.62,47.62,1400.05,47.5,,,,,3.08,62.92,63.31,,
2026-03-01 14:13:00,60.1978,5.20479,-5.52,,40.31,48.5,1399.86,47.7,,,,,3.05,63.13,63.31,,
2026-03-01 14:14:00,60.19638,5.20689,-6.39,,40.36,48.5,1400.12,48.5,,,,,3.02,63.04,63.53,0.0,0.0
2026-03-01 14:15:00,60.19501,5.20898,-6.7,35.3,40.27,48.87,1400.11,48.5,,,,,3.01,63.21,63.67,,
2026-03-01 14:16:00,60.19368,5.211,-6.44,,40.04,47.79,1400.15,47.95,0.0,0.0,0.0,0.0,3.02,63.41,63.77,,
2026-03-01 14:17:00,60.1925,5.21275,-7.31,,39.67,47.83,1399.96,47.5,,,,,3.01,63.7,63.4,,
2026-03-01 14:18:00,60.19131,5.21456,-7.11,,39.83,48.0,1399.5,47.5,,,,,3.02,63.12,63.54,,
2026-03-01 14:19:00,60.18995,5.21657,-6.04,,39.83,47.83,1400.06,47.5,,,,,3.06,63.38,63.91,0.0,0.0
2026-03-01 14:20:00,60.18859,5.2186,-5.49,35.3,40.31,48.9,1399.05,48.25,,,,,3.0,63.38,63.74,,
2026-03-01 14:21:00,60.18723,5.22067,-6.02,,40.51,48.67,1399.32,48.5,0.0,0.0,0.0,0.0,2.97,63.37,63.42,,
2026-03-01 14:22:00,60.18589,5.22265,-5.73,,40.55,48.73,1399.77,49.01,,,,,2.93,63.24,63.58,,
2026-03-01 14:23:00,60.18471,5.22437,-6.14,,40.56,48.93,1399.36,48.5,,,,,2.95,63.31,63.42,,
2026-03-01 14:24:00,60.18352,5.22613,-5.88,,40.03,48.5,1400.27,47.5,,,,,2.96,63.66,63.82,0.0,0.0
2026-03-01 14:25:00,60.1822,5.2281,-5.85,35.4,39.94,48.0,1399.27,47.73,,,,,2.92,63.24,63.64,,
2026-03-01 14:26:00,60.18089,5.23006,-6.18,,39.97,49.0,1400.33,47.59,0.0,0.0,0.0,0.0,2.93,63.19,63.61,,
2026-03-01 14:27:00,60.17958,5.23201,-6.11,,40.32,48.68,1399.91,48.14,,,,,2.91,63.15,63.67,,
2026-03-01 14:28:00,60.17828,5.23396,-5.54,,40.67,48.6,1400.13,48.59,,,,,2.88,63.62,63.34,,
2026-03-01 14:29:00,60.17713,5.23568,-6.41,,40.6,48.5,1400.04,48.5,,,,,2.88,63.09,63.15,0.0,0.0
2026-03-01 14:30:00,60.17598,5.23741,-6.14,35.4,40.5,48.59,1399.95,48.5,,,,,2.87,63.18,63.36,,
2026-03-01 14:31:00,60.17466,5.23933,-5.94,,40.12,48.5,1400.63,47.59,0.0,0.0,0.0,0.0,2.9,63.03,63.19,,
2026-03-01 14:32:00,60.1734,5.24122,-7.09,,39.92,48.5,1399.41,47.61,,,,,2.85,62.92,62.97,,
2026-03-01 14:33:00,60.17213,5.24318,-6.07,,39.93,47.63,1399.95,47.5,,,,,2.85,62.73,62.84,,
2026-03-01 14:34:00,60.1709,5.24526,-5.58,,39.93,48.5,1400.27,47.5,,,,,2.81,62.9,63.03,0.0,0.0
2026-03-01 14:35:00,60.16984,5.24704,-5.71,35.5,40.27,49.17,1399.91,48.5,,,,,2.84,62.91,63.13,,
2026-03-01 14:36:00,60.16877,5.24886,-6.28,,40.27,48.5,1399.64,48.3,0.0,0.0,0.0,0.0,2.86,62.56,62.93,,
2026-03-01 14:37:00,60.16751,5.25089,-4.69,,40.35,48.5,1400.68,48.5,,,,,2.82,62.75,62.77,,
2026-03-01 14:38:00,60.16627,5.2529,-6.44,,40.1,48.5,1399.45,47.67,,,,,2.84,62.82,62.93,,
2026-03-01 14:39:00,60.16505,5.25489,-6.48,,39.96,48.5,1399.59,47.64,,,,,2.83,63.34,63.19,0.0,0.0
2026-03-01 14:40:00,60.16383,5.25691,-5.99,35.6,39.83,48.33,1400.6,47.75,,,,,2.89,63.13,62.99,,
2026-03-01 14:41:00,60.16258,5.25893,-5.83,,39.99,48.41,1399.85,47.5,0.0,0.0,0.0,0.0,2.84,62.84,63.04,,
2026-03-01 14:42:00,60.16138,5.26088,-5.97,,40.38,48.43,1400.03,48.27,0.0,0.0,0.0,0.0,2.86,62.71,62.82,,
2026-03-01 14:43:00,60.16016,5.2629,-5.94,35.6,40.22,48.5,1399.25,48.33,,,,,2.88,62.79,62.85,0.0,0.0
2026-03-01 14:44:00,60.15907,5.2647,-6.27,,39.85,,1400.35,47.5,,,,,2.89,62.82,62.66,,
2026-03-01 14:45:00,60.15797,5.26653,-6.58,,39.67,47.5,1399.46,47.5,,,,,2.88,62.94,62.85,,
