DateTime,Latitude,Longitude,Electric Power System > Energy Storage Main > 1 > Battery Space > Power,Electric Power System > Energy Storage Main > 1 > Battery Space > State of Charge,Electric Power System > Generator Set > 1 > Engine > Fuel Rate,Electric Power System > Generator Set > 1 > Engine > Load percentage,Electric Power System > Generator Set > 1 > Engine > Speed,Electric Power System > Generator Set > 1 > Engine > Torque percentage,Electric Power System > Generator Set > 2 > Engine > Fuel Rate,Electric Power System > Generator Set > 2 > Engine > Load percentage,Electric Power System > Generator Set > 2 > Engine > Speed,Electric Power System > Generator Set > 2 > Engine > Torque percentage,Navigation and Communication > Navigation Data > Location Current > Speed Over Ground,Propulsion and Steering > Propulsion Main Electric > Port > Inverter > Power,Propulsion and Steering > Propulsion Main Electric > Starboard > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Aft > Inverter > Power,Propulsion and Steering > Thruster Electric > Port Forward > Inverter > Power
2026-03-01 00:15:00,60.39704,5.31685,19.79,,,,,,,,,,,,,,
2026-03-01 00:16:00,60.39705,5.31682,21.35,,,,,,,,,,0.02,,,,0.0
2026-03-01 00:17:00,60.39706,5.31685,24.66,59.5,0.0,0.0,0.0,0.0,,,,,,,,,
2026-03-01 00:18:00,60.39703,5.31681,25.09,,,,,,,,,,,,,,
2026-03-01 00:19:00,60.39702,5.31686,23.95,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:20:00,60.39703,5.31685,23.21,,,,,,,,,,,,,,
2026-03-01 00:21:00,60.39705,5.31685,19.63,,,,,,,,,,0.0,,,,0.0
2026-03-01 00:22:00,60.39705,5.31681,19.69,59.3,0.0,0.0,0.0,0.0,,,,,,,,,
2026-03-01 00:23:00,60.39705,5.31684,20.61,,,,,,,,,,,,,,
2026-03-01 00:24:00,60.39703,5.31681,23.84,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:25:00,60.39704,5.31682,23.53,,,,,,,,,,,,,,
2026-03-01 00:26:00,60.39707,5.31683,23.64,,,,,,,,,,,,,,0.0
2026-03-01 00:27:00,60.39703,5.31685,21.84,59.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:28:00,60.39702,5.31687,20.66,,,,,,,,,,,,,,
2026-03-01 00:29:00,60.39701,5.31685,20.69,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:30:00,60.39703,5.31682,21.66,,,,,,,,,,,,,,
2026-03-01 00:31:00,60.39705,5.31683,23.76,,,,,,,,,,,,,,0.0
2026-03-01 00:32:00,60.39705,5.31684,23.82,58.9,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:33:00,60.39704,5.31683,24.61,,,,,,,,,,,,,,
2026-03-01 00:34:00,60.39702,5.31684,22.61,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:35:00,60.39704,5.31686,21.49,,,,,,,,,,,,,,
2026-03-01 00:36:00,60.39704,5.31685,20.21,,,,,,,,,,,,,,0.0
2026-03-01 00:37:00,60.39704,5.31682,19.82,58.7,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:38:00,60.39704,5.31684,22.31,,,,,,,,,,,,,,
2026-03-01 00:39:00,60.39705,5.31682,24.29,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:40:00,60.39705,5.31683,23.53,,,,,,,,,,,,,,
2026-03-01 00:41:00,60.39704,5.31685,20.49,,,,,,,,,,,,,,0.0
2026-03-01 00:42:00,60.39705,5.31687,18.38,58.5,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:43:00,60.39704,5.31686,18.24,,,,,,,,,,,,,,
2026-03-01 00:44:00,60.39705,5.31686,18.16,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:45:00,60.39706,5.31685,21.39,,,,,,,,,,,,,,
2026-03-01 00:46:00,60.39703,5.31685,22.21,,,,,,,,,,,,,,0.0
2026-03-01 00:47:00,60.39703,5.31684,23.04,58.3,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:48:00,60.39703,5.31686,21.38,,,,,,,,,,,,,,
2026-03-01 00:49:00,60.39703,5.31683,19.89,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:50:00,60.39703,5.31686,19.79,,,,,,,,,,,,,,
2026-03-01 00:51:00,60.39704,5.31684,20.83,,,,,,,,,,,,,,0.0
2026-03-01 00:52:00,60.39705,5.31684,22.07,58.1,0.0,0.0,0.0,0.0,,,,,0.0,,,,
2026-03-01 00:53:00,60.39704,5.31687,22.18,,,,,,,,,,,,,,
2026-03-01 00:54:00,60.39705,5.31686,20.99,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2026-03-01 00:55:00,60.39706,5.31682,20.72,,,,,,,,,,,,,,
2026-03-01 00:56:00,60.39704,5.31685,19.27,,,,,,,,,,,,,,0.0
