timestep,load_kw,datetime
374,203.9743,2026-01-29 22:15:00
375,201.921,2026-01-29 22:30:00
376,201.68926666666667,2026-01-29 22:45:00
377,202.92563333333334,2026-01-29 23:00:00
378,204.0459666666667,2026-01-29 23:15:00
379,202.27613333333335,2026-01-29 23:30:00
380,200.79413333333335,2026-01-29 23:45:00
381,201.50353333333337,2026-01-30 00:00:00
382,201.44283333333334,2026-01-30 00:15:00
383,203.4009,2026-01-30 00:30:00
384,204.5926666666667,2026-01-30 00:45:00
385,199.5576,2026-01-30 01:00:00
386,81.0817,2026-01-30 01:15:00
387,31.574,2026-01-30 01:30:00
388,33.492666666666665,2026-01-30 01:45:00
389,93.88616666666667,2026-01-30 02:00:00
390,226.07526666666666,2026-01-30 02:15:00
391,227.6976,2026-01-30 02:30:00
392,226.3317,2026-01-30 02:45:00
393,225.67393333333334,2026-01-30 03:00:00
394,225.704,2026-01-30 03:15:00
395,224.90296666666666,2026-01-30 03:30:00
396,224.59446666666665,2026-01-30 03:45:00
397,225.44906666666665,2026-01-30 04:00:00
398,178.36076666666668,2026-01-30 04:15:00
399,183.48603333333332,2026-01-30 04:30:00
400,214.46786666666668,2026-01-30 04:45:00
401,220.04096666666663,2026-01-30 05:00:00
402,216.64040000000003,2026-01-30 05:15:00
403,212.82343333333333,2026-01-30 05:30:00
404,211.8046,2026-01-30 05:45:00
405,210.0637,2026-01-30 06:00:00
406,208.72830000000002,2026-01-30 06:15:00
407,212.29396666666665,2026-01-30 06:30:00
408,211.5105,2026-01-30 06:45:00
409,213.7741333333333,2026-01-30 07:00:00
410,212.41693333333333,2026-01-30 07:15:00
411,211.51933333333332,2026-01-30 07:30:00
412,212.3815,2026-01-30 07:45:00
413,213.4218,2026-01-30 08:00:00
414,206.97513333333333,2026-01-30 08:15:00
415,203.44986666666668,2026-01-30 08:30:00
416,219.73386666666667,2026-01-30 08:45:00
417,39.34303333333333,2026-01-30 09:00:00
418,30.232666666666667,2026-01-30 09:15:00
419,47.025999999999996,2026-01-30 09:30:00
420,36.114000000000004,2026-01-30 09:45:00
421,33.18266666666667,2026-01-30 10:00:00
422,40.41733333333333,2026-01-30 10:15:00
423,44.06933333333333,2026-01-30 10:30:00
424,58.776666666666664,2026-01-30 10:45:00
425,38.82266666666667,2026-01-30 11:00:00
426,32.595333333333336,2026-01-30 11:15:00
427,35.164,2026-01-30 11:30:00
428,41.44266666666667,2026-01-30 11:45:00
429,34.48,2026-01-30 12:00:00
430,58.56333333333334,2026-01-30 12:15:00
431,42.17733333333333,2026-01-30 12:30:00
432,37.224666666666664,2026-01-30 12:45:00
433,35.396,2026-01-30 13:00:00
434,34.21933333333333,2026-01-30 13:15:00
435,33.13533333333333,2026-01-30 13:30:00
436,40.504000000000005,2026-01-30 13:45:00
437,34.41466666666667,2026-01-30 14:00:00
438,56.88933333333333,2026-01-30 14:15:00
439,43.27333333333333,2026-01-30 14:30:00
440,33.77,2026-01-30 14:45:00
441,34.525333333333336,2026-01-30 15:00:00
442,37.36333333333334,2026-01-30 15:15:00
443,39.07866666666667,2026-01-30 15:30:00
444,52.708,2026-01-30 15:45:00
445,49.658,2026-01-30 16:00:00
446,33.08,2026-01-30 16:15:00
447,31.474666666666668,2026-01-30 16:30:00
448,33.059333333333335,2026-01-30 16:45:00
449,34.68866666666667,2026-01-30 17:00:00
450,37.705333333333336,2026-01-30 17:15:00
451,43.47533333333333,2026-01-30 17:30:00
452,42.50933333333333,2026-01-30 17:45:00
453,65.46666666666667,2026-01-30 18:00:00
454,39.01866666666667,2026-01-30 18:15:00
455,44.812666666666665,2026-01-30 18:30:00
456,38.843333333333334,2026-01-30 18:45:00
457,37.656,2026-01-30 19:00:00
458,36.15866666666667,2026-01-30 19:15:00
459,48.883066666666664,2026-01-30 19:30:00
460,35.35926666666666,2026-01-30 19:45:00
461,28.728900000000014,2026-01-30 20:00:00
462,28.54496666666667,2026-01-30 20:15:00
463,51.80736666666667,2026-01-30 20:30:00
464,38.81033333333335,2026-01-30 20:45:00
465,34.786000000000016,2026-01-30 21:00:00
466,21.279333333333337,2026-01-30 21:15:00
467,40.605999999999995,2026-01-30 21:30:00
468,57.316333333333326,2026-01-30 21:45:00
469,46.809666666666665,2026-01-30 22:00:00
470,39.61333333333334,2026-01-30 22:15:00
471,45.35333333333334,2026-01-30 22:30:00
472,35.48733333333334,2026-01-30 22:45:00
473,34.148,2026-01-30 23:00:00
474,33.71066666666667,2026-01-30 23:15:00
475,34.934,2026-01-30 23:30:00
476,45.858,2026-01-30 23:45:00
477,40.72666666666667,2026-01-31 00:00:00
478,81.80666666666666,2026-01-31 00:15:00
479,95.16799999999999,2026-01-31 00:30:00
480,52.46133333333333,2026-01-31 00:45:00
481,54.476,2026-01-31 01:00:00
482,48.806,2026-01-31 01:15:00
483,57.678,2026-01-31 01:30:00
484,34.98733333333333,2026-01-31 01:45:00
485,33.984,2026-01-31 02:00:00
486,33.53066666666667,2026-01-31 02:15:00
487,32.45733333333333,2026-01-31 02:30:00
488,34.394,2026-01-31 02:45:00
489,34.10066666666667,2026-01-31 03:00:00
490,33.612,2026-01-31 03:15:00
491,32.53066666666667,2026-01-31 03:30:00
492,33.007333333333335,2026-01-31 03:45:00
493,32.286,2026-01-31 04:00:00
494,33.236666666666665,2026-01-31 04:15:00
495,34.76866666666667,2026-01-31 04:30:00
496,34.836666666666666,2026-01-31 04:45:00
497,34.029333333333334,2026-01-31 05:00:00
498,31.754666666666665,2026-01-31 05:15:00
499,34.797333333333334,2026-01-31 05:30:00
500,33.99666666666666,2026-01-31 05:45:00
501,37.11133333333333,2026-01-31 06:00:00
502,36.572,2026-01-31 06:15:00
503,35.72133333333333,2026-01-31 06:30:00
504,72.57533333333335,2026-01-31 06:45:00
505,83.502,2026-01-31 07:00:00
506,54.07533333333333,2026-01-31 07:15:00
507,45.35333333333333,2026-01-31 07:30:00
508,35.54266666666667,2026-01-31 07:45:00
509,38.998000000000005,2026-01-31 08:00:00
510,37.40466666666667,2026-01-31 08:15:00
511,33.27,2026-01-31 08:30:00
512,39.994,2026-01-31 08:45:00
513,35.59133333333333,2026-01-31 09:00:00
514,56.82666666666667,2026-01-31 09:15:00
515,55.282666666666664,2026-01-31 09:30:00
516,38.05266666666667,2026-01-31 09:45:00
517,56.193999999999996,2026-01-31 10:00:00
518,58.092,2026-01-31 10:15:00
519,65.07553333333334,2026-01-31 10:30:00
520,40.01436666666665,2026-01-31 10:45:00
521,30.67583333333333,2026-01-31 11:00:00
522,22.008933333333335,2026-01-31 11:15:00
523,15.957233333333333,2026-01-31 11:30:00
