case_id,source,run_dir,horizon,startup,penalty,strategy,fuel,delta,starts,min_soc,final_soc,nonopt,run_lengths,run_count,min_len,m2_cont,m2_gen,m2_frac,m3_cont,m3_gen,m3_frac
h16_startup2500_softsoc10000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_123826_forecast_soft_soc_mean_tuning_h16_startup2500_softsoc10000,16.0,2500.0,10000.0,moving_average,720.2919225708225,7.283107116230958,6.0,24.37277225645127,45.15439319708846,0.0,19 13 10 8 1 21,6,1,False,,0.8333333333333334,True,1,1.0
h12_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\min_up_baseline_contenders\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_174654_rolling_horizon_h12_startup500_softsoc10000_minup6,12.0,500.0,10000.0,min_up_baseline_contenders,700.96839777424,4.404985460755816,6.0,20.290103583437702,33.52591615341537,0.0,17 13 10 6 6 19,6,6,False,,0.7222222222222222,True,1,1.0
h12_startup0_softsoc10000_minup6,analysis\output\rolling_horizon\min_up_baseline_contenders\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_174757_rolling_horizon_h12_startup0_softsoc10000_minup6,12.0,0.0,10000.0,min_up_baseline_contenders,685.3801343663343,2.137447506911939,11.0,20.461795212765907,21.99811765177252,0.0,6 8 6 6 6 6 6 6 6 7 7,11,6,False,,0.5555555555555556,False,,0.8235294117647058
h12_startup0_softsoc1000_minup6,analysis\output\rolling_horizon\min_up_baseline_contenders\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_194016_rolling_horizon_h12_startup0_softsoc1000_minup6,12.0,0.0,1000.0,min_up_baseline_contenders,687.1898461996592,2.407136308951333,12.0,17.027762458245764,23.78423222284434,1.0,6 6 6 10 6 6 6 6 6 7 7 1,12,1,False,,0.6666666666666666,False,,0.8235294117647058
2026-04-28_152239_rolling_horizon_soft_soc_min_up_operational,analysis\output\rolling_horizon\min_up_time_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_152239_rolling_horizon_soft_soc_min_up_operational,,,,min_up_time_extension,705.0956514560203,5.019714829451129,8.0,20.03101623741184,36.54137020577076,,18 3 12 10 5 3 3 17,8,3,False,,0.7777777777777778,True,1,1.0
2026-04-28_162631_rolling_horizon_soft_soc_min_up4_operational,analysis\output\rolling_horizon\min_up_time_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_162631_rolling_horizon_soft_soc_min_up4_operational,,,,min_up_time_extension,698.3518198406367,4.015262069541292,8.0,20.09012737963386,32.25321038633843,,18 4 11 10 5 4 4 17,8,4,False,,0.7777777777777778,True,1,1.0
2026-04-28_162657_rolling_horizon_soft_soc_min_up6_operational,analysis\output\rolling_horizon\min_up_time_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_162657_rolling_horizon_soft_soc_min_up6_operational,,,,min_up_time_extension,700.96839777424,4.404985460755816,6.0,20.290103583437702,33.52591615341537,,17 13 10 6 6 19,6,6,False,,0.7222222222222222,True,1,1.0
2026-04-28_162630_rolling_horizon_soft_soc_min_up8_operational,analysis\output\rolling_horizon\min_up_time_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_162630_rolling_horizon_soft_soc_min_up8_operational,,,,min_up_time_extension,725.3622480634785,8.03830130333401,6.0,20.666013437872945,45.2737153555421,,18 16 9 8 8 17,6,8,False,,0.7222222222222222,False,,0.8823529411764706
2026-04-25_161139_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_350,analysis\output\rolling_horizon\operational_reserve_tuning\cterm_sweep_terminal50.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_161139_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_350,,,,operational_reserve_tuning,755.8615211519302,12.580982790080547,7.0,25.715845465028348,65.49608062709966,0.0,19 1 11 8 7 1 19,7,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_161408_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_600,analysis\output\rolling_horizon\operational_reserve_tuning\cterm_sweep_terminal50.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_161408_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_600,,,,operational_reserve_tuning,755.7695534000227,12.567284752007426,7.0,24.941546752502983,65.49608062709964,0.0,19 1 11 8 7 1 19,7,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_161718_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_1000,analysis\output\rolling_horizon\operational_reserve_tuning\cterm_sweep_terminal50.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_161718_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_1000,,,,operational_reserve_tuning,756.1705028185625,12.627003732700512,9.0,24.943184490490218,65.49608062709966,0.0,18 1 11 1 1 7 7 1 19,9,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_161949_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_1500,analysis\output\rolling_horizon\operational_reserve_tuning\cterm_sweep_terminal50.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_161949_rolling_horizon_operational_cstart_1000g_term_50pct_cterm_1500,,,,operational_reserve_tuning,765.0031979801265,13.94258003093384,7.0,24.934995800624186,70.41582026875703,0.0,18 1 11 8 7 1 20,7,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_165354_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_350,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_165354_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_350,,,,operational_reserve_tuning,709.8202819781771,5.723419850304431,10.0,20.0,39.74065929451282,0.0,16 1 12 1 7 7 2 1 2 18,10,1,False,,0.7222222222222222,True,1,1.0
2026-04-25_165800_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_600,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_165800_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_600,,,,operational_reserve_tuning,709.8202819781771,5.723419850304431,10.0,20.0,39.74065929451282,0.0,16 1 12 1 7 7 2 1 2 18,10,1,False,,0.7222222222222222,True,1,1.0
2026-04-25_170324_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_1000,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_170324_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_1000,,,,operational_reserve_tuning,709.8202819781771,5.723419850304431,10.0,20.0,39.74065929451282,0.0,16 1 12 1 7 7 2 1 2 18,10,1,False,,0.7222222222222222,True,1,1.0
2026-04-25_170814_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_1500,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_170814_rolling_horizon_operational_cstart_1000g_term_20pct_cterm_1500,,,,operational_reserve_tuning,709.8202819781771,5.723419850304431,10.0,20.0,39.74065929451282,0.0,16 1 12 1 7 7 2 1 2 18,10,1,False,,0.7222222222222222,True,1,1.0
2026-04-25_171104_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_350,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_171104_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_350,,,,operational_reserve_tuning,719.3744965691808,7.1464620853467276,10.0,20.013997760662306,45.49608062709965,0.0,17 1 11 8 7 1 1 1 1 19,10,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_171317_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_600,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_171317_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_600,,,,operational_reserve_tuning,719.7467654498363,7.201909274115501,10.0,20.14071808510639,45.49608062709965,0.0,17 1 11 1 1 7 7 1 2 19,10,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_171550_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_1000,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_171550_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_1000,,,,operational_reserve_tuning,727.5009358748908,8.356845863352136,10.0,20.013997760358386,49.7114529675252,0.0,17 1 11 8 7 1 1 2 18 1,10,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_171928_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_1500,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_171928_rolling_horizon_operational_cstart_1000g_term_30pct_cterm_1500,,,,operational_reserve_tuning,727.0892909025608,8.295533844882286,8.0,20.01399776035836,49.74065929451289,0.0,17 1 11 8 7 1 2 19,8,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_160234_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_350,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_160234_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_350,,,,operational_reserve_tuning,736.4868475109553,9.695242824889762,8.0,30.013997760358084,54.79171332586785,0.0,18 1 11 8 7 1 2 18,8,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_160450_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_600,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_160450_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_600,,,,operational_reserve_tuning,736.6244272573377,9.715734492511814,8.0,30.013997760358208,54.79171332586779,0.0,18 1 11 8 7 1 2 18,8,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_160709_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_1000,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_160709_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_1000,,,,operational_reserve_tuning,737.2605624106948,9.810482959986535,12.0,29.92898936169649,54.791713325867775,0.0,1 18 1 1 11 1 1 7 7 1 2 18,12,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_160916_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_1500,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_160916_rolling_horizon_operational_cstart_1000g_term_40pct_cterm_1500,,,,operational_reserve_tuning,747.2088750901409,11.292223711716025,10.0,20.62291993279357,60.415820268757045,0.0,1 1 17 1 11 8 7 1 1 20,10,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_162245_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_350,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_162245_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_350,,,,operational_reserve_tuning,774.7120363329184,15.388652536174693,8.0,31.356382978723374,75.49608062709967,0.0,19 1 11 8 7 1 1 19,8,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_162618_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_600,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_162618_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_600,,,,operational_reserve_tuning,773.7070132848233,15.238960457248945,10.0,31.356382978723374,74.79171332586786,0.0,19 1 11 1 8 7 1 1 1 18,10,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_163024_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_1000,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_163024_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_1000,,,,operational_reserve_tuning,774.866783928694,15.411701250693554,9.0,31.356382978723374,75.49608062709964,0.0,19 1 11 1 1 7 7 1 19,9,1,False,,0.7777777777777778,True,1,1.0
2026-04-25_163434_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_1500,analysis\output\rolling_horizon\operational_reserve_tuning\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-25_163434_rolling_horizon_operational_cstart_1000g_term_60pct_cterm_1500,,,,operational_reserve_tuning,775.0436544043168,15.438045033800574,10.0,31.356382978723374,75.49608062709954,0.0,19 1 11 1 1 7 7 1 1 19,10,1,False,,0.7777777777777778,True,1,1.0
soft_h24_soc20_p350_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_174818_oracle_operational_screen_soft_h24_soc20_p350_c1000,24.0,1000.0,350.0,soft_band,701.6221802482381,4.502362389457611,12.0,19.999999999999982,34.79171332586786,0.0,15 1 1 11 2 7 6 1 1 2 1 17,12,1,False,,0.7222222222222222,True,1,1.0
soft_h24_soc20_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_171037_oracle_operational_screen_soft_h24_soc20_p1000_c1000,24.0,1000.0,1000.0,soft_band,707.3225121391517,5.3513922031868,13.0,19.999999999999865,34.791713325867846,0.0,8 7 1 1 11 2 7 7 1 1 1 3 17,13,1,False,,0.7777777777777778,True,1,1.0
term_h24_t20_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_194506_oracle_operational_screen_term_h24_t20_p1000_c1000,24.0,1000.0,,terminal_reserve,709.3049350900164,5.6466620613135055,9.0,20.0,39.74065929451287,2.0,16 1 12 1 8 7 2 2 18,9,1,False,,0.7222222222222222,True,1,1.0
term_h24_t20_p350_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_175459_oracle_operational_screen_term_h24_t20_p350_c1000,24.0,1000.0,,terminal_reserve,709.8202819781771,5.723419850304431,10.0,20.0,39.74065929451282,0.0,16 1 12 1 7 7 2 1 2 18,10,1,False,,0.7222222222222222,True,1,1.0
soft_h24_soc20_p1000_c2500,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_174034_oracle_operational_screen_soft_h24_soc20_p1000_c2500,24.0,2500.0,1000.0,soft_band,712.7727666530875,6.163174510480132,14.0,20.335354143336996,35.236282194848364,0.0,15 1 1 11 1 6 7 1 1 1 1 11 10 1,14,1,False,,0.4444444444444444,False,,0.6470588235294118
soft_h24_soc20_p1000_c5000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_174505_oracle_operational_screen_soft_h24_soc20_p1000_c5000,24.0,5000.0,1000.0,soft_band,715.2040033406786,6.525292448786053,14.0,19.99999999999921,35.174402995520694,0.0,15 1 12 1 6 7 1 1 1 2 1 8 10 1,14,1,False,,0.4444444444444444,False,,0.6470588235294118
soft_h24_soc20_p1500_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_175139_oracle_operational_screen_soft_h24_soc20_p1500_c1000,24.0,1000.0,1500.0,soft_band,716.618919740331,6.736035652906175,12.0,20.0,39.74065929451208,0.0,8 8 1 1 11 2 7 7 1 1 3 19,12,1,False,,0.7777777777777778,True,1,1.0
soft_h24_soc30_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_173106_oracle_operational_screen_soft_h24_soc30_p1000_c1000,24.0,1000.0,1000.0,soft_band,721.2587379334958,7.427108392470583,11.0,29.999999999979263,44.087346024635984,0.0,17 1 1 10 2 7 7 1 1 9 13,11,1,False,,0.7777777777777778,False,,0.7647058823529411
soft_h48_soc20_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_171900_oracle_operational_screen_soft_h48_soc20_p1000_c1000,48.0,1000.0,1000.0,soft_band,732.613217822953,9.118289209662024,8.0,22.68586016238171,51.69652855543113,0.0,4 20 8 8 7 1 2 18,8,1,False,,0.7777777777777778,True,1,1.0
soft_h24_soc40_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_173609_oracle_operational_screen_soft_h24_soc40_p1000_c1000,24.0,1000.0,1000.0,soft_band,738.400578986938,9.98028150503596,14.0,39.99999999995725,54.79171332586786,0.0,2 16 1 1 10 2 7 7 1 1 1 1 2 17,14,1,False,,0.7777777777777778,True,1,1.0
soft_h72_soc20_p1000_c1000,analysis\output\rolling_horizon\oracle_operational_tuning_screen\composed_case_metrics.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_172454_oracle_operational_screen_soft_h72_soc20_p1000_c1000,72.0,1000.0,1000.0,soft_band,762.8995555030648,13.629255260616604,4.0,19.999999999999925,69.30571108633264,0.0,17 11 20 19,4,11,True,1,1.0,True,1,1.0
term_t30_p250,analysis\output\rolling_horizon\terminal_reserve_soft_soc_weak_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_164347_weak_terminal_reserve_soft_soc_term_t30_p250,12.0,500.0,10000.0,rolling_horizon,711.187483595504,5.927056227396714,11.0,30.4477614082338,40.0742861142217,0.0,20 13 1 10 5 1 1 1 1 1 18,11,1,False,,0.7777777777777778,True,1,1.0
term_t30_p500,analysis\output\rolling_horizon\terminal_reserve_soft_soc_weak_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_164629_weak_terminal_reserve_soft_soc_term_t30_p500,12.0,500.0,10000.0,rolling_horizon,720.5546845914213,7.322243923292959,9.0,31.286058930605293,45.30927141657305,0.0,1 19 13 10 6 1 1 1 18,9,1,False,,0.8333333333333334,True,1,1.0
term_t40_p250,analysis\output\rolling_horizon\terminal_reserve_soft_soc_weak_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_165019_weak_terminal_reserve_soft_soc_term_t40_p250,12.0,500.0,10000.0,rolling_horizon,734.1166471511181,9.34221587689376,11.0,41.88675811866627,52.578290348544144,0.0,1 1 19 12 10 6 1 1 1 1 18,11,1,False,,0.8333333333333334,True,1,1.0
term_t40_p500,analysis\output\rolling_horizon\terminal_reserve_soft_soc_weak_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_165334_weak_terminal_reserve_soft_soc_term_t40_p500,12.0,500.0,10000.0,rolling_horizon,725.798531932896,8.103283135878717,12.0,41.96141832306864,48.11026035834238,0.0,1 1 1 19 12 10 6 1 1 1 1 17,12,1,False,,0.8333333333333334,True,1,1.0
