case_id,min_up_time_steps,min_up_time_hours,config_path,run_dir,load_profile_path,timestep_count,start_datetime,end_datetime,horizon_steps,moving_average_window_steps,startup_cost_g_per_start,shutdown_cost_g_per_shutdown,soft_soc_penalty_g_per_kwh,rolling_fuel_kg,full_fuel_kg,fuel_delta_vs_full_pct,rolling_starts,full_starts,starts_delta_vs_full,minimum_soc_pct,maximum_soc_pct,final_soc_pct,realized_low_soc_slack_kwh,realized_high_soc_slack_kwh,local_low_soc_slack_kwh,local_high_soc_slack_kwh,run_count,run_lengths_steps,runs_shorter_than_min_up,minimum_length_runs,median_local_solve_time_s,p95_local_solve_time_s,max_local_solve_time_s,nonoptimal_timeout_infeasible_local_solve_count,benchmark_status,benchmark_solve_time_s,local_nonoptimal_count_from_csv
minup6_reference,6,1.5,C:\Users\bulve\OneDrive\master\model\config\rolling_horizon_thesis_balanced.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_170441_rolling_horizon_thesis_balanced_h16_ma4_c500_p10k_minup6,C:\Users\bulve\OneDrive\master\model\data\operational_profiles\operational_load_profile_15min_avg.csv,265,2026-03-01 00:00,2026-03-03 18:00,16,4,500.0,0.0,10000.0,688.4362885457219,671.3936070013849,2.5384039059373706,5,4,1,20.089623460257766,64.94519141937202,27.438710106391483,0.0,0.0,354.0312926137169,0.0,5,18;13;14;6;19,0,1,0.08692693710327148,1.5180899620056145,3.2508721351623535,0,OPTIMAL,2.632179021835327,0
minup8,8,2.0,C:\Users\bulve\OneDrive\master\model\analysis\output\rolling_horizon\min_up_3day_sensitivity\generated_configs\balanced_3day_h16_ma4_c500_p10k_minup8.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-30_133906_rolling_horizon_balanced_3day_h16_ma4_c500_p10k_minup8,C:\Users\bulve\OneDrive\master\model\data\operational_profiles\operational_load_profile_15min_avg.csv,265,2026-03-01 00:00,2026-03-03 18:00,16,4,500.0,0.0,10000.0,706.6122780363673,671.3936070013849,5.245607147240795,6,4,2,22.114727743561012,60.0,35.623973964163724,0.0,0.0,365.47088807085174,0.0,6,18;15;10;8;8;15,0,2,0.13111495971679688,1.831672811508178,4.638685941696167,0,OPTIMAL,3.009220838546753,0
minup12,12,3.0,C:\Users\bulve\OneDrive\master\model\analysis\output\rolling_horizon\min_up_3day_sensitivity\generated_configs\balanced_3day_h16_ma4_c500_p10k_minup12.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-30_134202_rolling_horizon_balanced_3day_h16_ma4_c500_p10k_minup12,C:\Users\bulve\OneDrive\master\model\data\operational_profiles\operational_load_profile_15min_avg.csv,265,2026-03-01 00:00,2026-03-03 18:00,16,4,500.0,0.0,10000.0,733.1243317766513,671.3936070013849,9.194416528773864,5,4,1,20.796262597986384,75.36709126538828,47.410083287567396,0.0,0.0,651.6356118159337,0.0,5,19;12;17;12;16,0,2,0.19781827926635742,1.1711575984954832,2.2768101692199707,0,OPTIMAL,3.365462064743042,0
