case_id,horizon_steps,horizon_hours,startup_cost_g_per_start,soft_soc_penalty_g_per_kwh,min_up_time_steps,min_up_time_hours,rolling_fuel_kg,fuel_delta_vs_full_pct,fuel_delta_vs_full_kg,full_fuel_kg,rolling_starts,full_starts,starts_delta_vs_full,minimum_soc_pct,maximum_soc_pct,final_soc_pct,realized_soc_min_slack_kwh,local_soc_min_slack_kwh,local_soc_min_slack_max_kwh,run_count,run_lengths_steps,shorter_than_min_up_runs,minimum_length_runs,median_solve_s,p95_solve_s,max_solve_s,nonoptimal_solves,wall_clock_s,config_path,run_dir
h12_startup500_softsoc10000_minup6,12,3.0,500.0,10000.0,6,1.5,700.96839777424,4.404985460755816,29.57479077285505,671.3936070013849,6,4,2,20.290103583437702,60.0,33.52591615341537,0.0,241.49881569565122,16.693039473467984,6,17 13 10 6 6 19,0,2,0.03322172164916992,0.6234389781951896,0.9767119884490967,0,63.79231230000005,C:\Users\bulve\OneDrive\master\model\analysis\output\rolling_horizon\min_up_baseline_contenders\generated_configs\h12_startup500_softsoc10000_minup6.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_174654_rolling_horizon_h12_startup500_softsoc10000_minup6
h12_startup0_softsoc10000_minup6,12,3.0,0.0,10000.0,6,1.5,685.3801343663343,2.137447506911939,14.343065107331494,671.0370692590028,11,5,6,20.461795212765907,60.0,21.99811765177252,0.0,198.76229270056217,18.603986841456482,11,6 8 6 6 6 6 6 6 6 7 7,0,8,0.03892397880554199,0.5551845073699951,1.3437309265136719,0,64.67226330000267,C:\Users\bulve\OneDrive\master\model\analysis\output\rolling_horizon\min_up_baseline_contenders\generated_configs\h12_startup0_softsoc10000_minup6.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_174757_rolling_horizon_h12_startup0_softsoc10000_minup6
h12_startup0_softsoc1000_minup6,12,3.0,0.0,1000.0,6,1.5,687.1898461996592,2.407136308951333,16.15277694065636,671.0370692590028,12,5,7,17.027762458245764,60.0,23.78423222284434,102.70717761804826,16599.131500962194,711.4136183987572,12,6 6 6 10 6 6 6 6 6 7 7 1,1,8,0.1302189826965332,1.8746531963348378,350.18376111984253,1,6746.155415400004,C:\Users\bulve\OneDrive\master\model\analysis\output\rolling_horizon\min_up_baseline_contenders\generated_configs\h12_startup0_softsoc1000_minup6.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_194016_rolling_horizon_h12_startup0_softsoc1000_minup6
