regime,regime_label,load_bin,n,power_kw_median,fuel_gph_median,oem_fuel_gph,fuel_delta_gph,fuel_delta_pct,sfoc_gkwh_median,oem_sfoc_gkwh,sfoc_delta_gkwh,sfoc_delta_pct,power_scale_to_match_oem
ge1600,~1800 rpm,"[40, 50)",362,190.575,40030.2,37152.5,2877.699999999997,7.745642958078183,211.3327578482847,193.0,18.3327578482847,9.498838263359948,1.0883398278593757
ge1600,~1800 rpm,"[50, 60)",747,198.275,42008.4,38232.425,3775.9749999999985,9.876368030539519,210.88111888111888,192.88,18.001118881118884,9.332807383408795,1.0984517489895351
ge1600,~1800 rpm,"[60, 70)",176,252.175,53915.4,48311.725000000006,5603.674999999996,11.598995895923805,214.19026642126545,191.76,22.430266421265458,11.697051742420452,1.1149432974424136
ge1600,~1800 rpm,"[70, 80)",452,290.675,63462.0,55518.925,7943.074999999997,14.306968299548302,218.5008653169944,191.0,27.500865316994407,14.398358804709112,1.143069682995483
lt1600,~1400 rpm,"[10, 20)",112,57.6345,9777.6,37152.5,-27374.9,-73.68252472915685,172.68882709310137,193.0,-20.311172906898634,-10.523923785957841,0.8790071900749213
lt1600,~1400 rpm,"[20, 30)",223,86.625,15271.199999999999,37152.5,-21881.300000000003,-58.89590202543572,177.16363636363636,193.0,-15.836363636363643,-8.205369759773909,0.9134243994347621
lt1600,~1400 rpm,"[40, 50)",780,183.39475,33243.0,37152.5,-3909.5,-10.52284503061705,180.88421052631583,193.0,-12.115789473684174,-6.27761112626123,0.9391954966871309
lt1600,~1400 rpm,"[50, 60)",78,194.425,35162.399999999994,37512.475,-2350.0750000000044,-6.264782582327625,181.29045958488064,192.96,-11.669540415119371,-6.047647395895197,0.9372579048949667
