load_bin,n,gens,load_pct_median,power_kw_median,fuel_gph_median,sfoc_gkwh_median,supported,regime,regime_label
"[50, 60)",6,1,58.75,226.1875,48115.2,212.44109808608698,False,ge1600,~1800 rpm
"[60, 70)",32,1,66.4,255.64,54755.40000000001,214.0921272865929,True,ge1600,~1800 rpm
"[70, 80)",69,1,76.5,294.525,64369.2,218.7522281639929,True,ge1600,~1800 rpm
"[10, 20)",27,1,13.36,51.436,8416.8,169.3076154614616,True,lt1600,~1400 rpm
"[20, 30)",81,1,22.5,86.625,15380.4,177.16363636363636,True,lt1600,~1400 rpm
"[40, 50)",141,1,47.5,182.875,33079.200000000004,180.933458294283,True,lt1600,~1400 rpm
