"DateTime","Latitude","Longitude","Electric Power System > Energy Storage Main > 1 > Battery Space > Power","Electric Power System > Energy Storage Main > 1 > Battery Space > State of Charge","Electric Power System > Energy Storage Main > 1 > Battery Space > Voltage","Electric Power System > Generator Set > 1 > Engine > Fuel Rate","Electric Power System > Generator Set > 1 > Engine > Fuel used Total","Electric Power System > Generator Set > 1 > Engine > Hours","Electric Power System > Generator Set > 1 > Engine > Load percentage","Electric Power System > Generator Set > 1 > Engine > Speed","Electric Power System > Generator Set > 1 > Engine > Torque percentage","Electric Power System > Generator Set > 2 > Engine > Fuel Rate","Electric Power System > Generator Set > 2 > Engine > Fuel used Total","Electric Power System > Generator Set > 2 > Engine > Hours","Electric Power System > Generator Set > 2 > Engine > Load percentage","Electric Power System > Generator Set > 2 > Engine > Speed","Electric Power System > Generator Set > 2 > Engine > Torque percentage","Propulsion and Steering > Propulsion Main Electric > Port > Inverter > Power","Propulsion and Steering > Propulsion Main Electric > Starboard > Inverter > Power","Propulsion and Steering > Thruster Electric > Port Aft > Inverter > Power","Propulsion and Steering > Thruster Electric > Port Forward > Inverter > Power"
"2026-01-05 04:02:00",60.03519,5.34159,25.07,,661.61,,,,,,,,,,,,,,,,0
"2026-01-05 04:03:00",60.03518,5.34161,27.63,,661.44,,,,,,,,,,,,,,,,
"2026-01-05 04:04:00",60.03518,5.34161,31.38,47.2,661.1,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:05:00",60.03519,5.34159,33.18,47.1,660.78,,,,,,,,,,,,,,,,
"2026-01-05 04:06:00",60.03518,5.3416,33.31,,660.91,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:07:00",60.03518,5.3416,29.06,47,660.91,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:08:00",60.03519,5.34159,27.78,,660.86,,,,,,,,,,,,,,,,
"2026-01-05 04:09:00",60.03519,5.3416,30.37,46.9,660.67,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:10:00",60.03519,5.3416,60.59,46.8,659.57,,,,,,,,,,,,,,,,
"2026-01-05 04:11:00",60.03519,5.3416,80.81,46.7,657.6,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:12:00",60.03519,5.34158,31.8,46.6,659.7,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:13:00",60.03519,5.34158,30.87,,659.96,,,,,,,,,,,,,,,,
"2026-01-05 04:14:00",60.03518,5.34159,32.17,46.5,659.93,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:15:00",60.03518,5.3416,34.77,46.4,659.61,,,,,,,,,,,,,,,,
"2026-01-05 04:16:00",60.03519,5.3416,29.12,,659.78,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:17:00",60.03519,5.34159,24.79,46.3,660.18,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:18:00",60.03519,5.3416,27.74,,659.88,,,,,,,,,,,,,,,,
"2026-01-05 04:19:00",60.03518,5.3416,31.16,46.2,659.66,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:20:00",60.03518,5.34159,31.12,,659.49,,,,,,,,,,,,,,,,
"2026-01-05 04:21:00",60.03519,5.34161,31.13,46.1,659.42,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:22:00",60.03519,5.3416,25.02,,659.62,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:23:00",60.03518,5.3416,26.22,46,659.58,,,,,,,,,,,,,,,,
"2026-01-05 04:24:00",60.03518,5.3416,27.93,,659.4,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:25:00",60.03519,5.3416,29.88,45.9,659.24,,,,,,,,,,,,,,,,
"2026-01-05 04:26:00",60.03519,5.34159,32.29,,658.86,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:27:00",60.03519,5.3416,29.21,45.8,658.93,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:28:00",60.03518,5.34159,34.41,,658.81,,,,,,,,,,,,,,,,
"2026-01-05 04:29:00",60.03518,5.3416,33.47,45.7,658.48,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:30:00",60.0352,5.34162,30.11,45.6,658.55,,,,,,,,,,,,,,,,
"2026-01-05 04:31:00",60.03519,5.34159,30.06,,658.72,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:32:00",60.03519,5.3416,27.68,45.5,658.63,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:33:00",60.03519,5.34159,32.83,,658.21,,,,,,,,,,,,,,,,
"2026-01-05 04:34:00",60.03518,5.3416,33.41,45.4,658.18,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:35:00",60.03518,5.34161,32.38,,658.03,,,,,,,,,,,,,,,,
"2026-01-05 04:36:00",60.03518,5.34163,31.61,45.3,658.35,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:37:00",60.03518,5.34161,24.37,,658.34,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:38:00",60.03518,5.34162,28.11,45.2,658.19,,,,,,,,,,,,,,,,
"2026-01-05 04:39:00",60.03519,5.34161,29.27,,658.06,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:40:00",60.03519,5.34161,33.83,45.1,657.87,,,,,,,,,,,,,,,,
"2026-01-05 04:41:00",60.03519,5.3416,32.81,45,657.85,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:42:00",60.03518,5.3416,28.09,,657.82,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:43:00",60.03518,5.3416,34.28,44.9,657.56,,,,,,,,,,,,,,,,
"2026-01-05 04:44:00",60.03518,5.34159,32.37,,657.47,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:45:00",60.03518,5.34159,30.91,44.8,657.46,,,,,,,,,,,,,,,,
"2026-01-05 04:46:00",60.03518,5.3416,29.68,,657.48,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:47:00",60.03519,5.3416,27.52,44.7,657.43,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:48:00",60.03519,5.3416,31.56,,657.24,,,,,,,,,,,,,,,,
"2026-01-05 04:49:00",60.03519,5.34161,33.23,44.6,656.89,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:50:00",60.03519,5.34162,34.54,44.5,656.81,,,,,,,,,,,,,,,,
"2026-01-05 04:51:00",60.03519,5.34159,32.34,,656.76,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:52:00",60.03519,5.3416,26.43,44.4,656.96,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:53:00",60.03519,5.34159,30.15,,656.92,,,,,,,,,,,,,,,,
"2026-01-05 04:54:00",60.0352,5.34159,33.98,44.3,656.63,,,,,,,0,,,0,0,0,,,,
"2026-01-05 04:55:00",60.0352,5.3416,33.65,,656.44,,,,,,,,,,,,,,,,
"2026-01-05 04:56:00",60.03519,5.3416,33.63,44.2,656.29,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 04:57:00",60.0352,5.34159,29.07,,656.49,,,,,,,,,,,,,0,0,0,0
"2026-01-05 04:58:00",60.0352,5.34159,32.7,44.1,656.32,,,,,,,,,,,,,,,,
"2026-01-05 04:59:00",60.0352,5.34159,31.14,44,656.4,,,,,,,0,,,0,0,0,,,,
"2026-01-05 05:00:00",60.03519,5.34159,31.3,,656.31,,,,,,,,,,,,,,,,
"2026-01-05 05:01:00",60.03519,5.3416,41.82,43.9,655.65,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 05:02:00",60.03519,5.3416,34.36,43.8,655.79,,,,,,,,,,,,,0,0,0,0
"2026-01-05 05:03:00",60.03519,5.3416,31.49,,655.84,,,,,,,,,,,,,,,,
"2026-01-05 05:04:00",60.03519,5.3416,31.54,43.7,655.8,,,,,,,0,,,0,0,0,,,,
"2026-01-05 05:05:00",60.03519,5.34159,31.73,,655.78,,,,,,,,,,,,,,,,
"2026-01-05 05:06:00",60.03519,5.3416,31.18,43.6,655.87,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 05:07:00",60.03519,5.34159,23.22,,655.88,,,,,,,,,,,,,0,0,0,0
"2026-01-05 05:08:00",60.03519,5.3416,28.34,43.5,655.81,,,,,,,,,,,,,,,,
"2026-01-05 05:09:00",60.03519,5.34159,28.84,,655.63,,,,,,,0,,,0,0,0,,,,
"2026-01-05 05:10:00",60.03518,5.34159,31.81,43.4,655.29,,,,,,,,,,,,,,,,
"2026-01-05 05:11:00",60.03518,5.34161,31.51,,655.39,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 05:12:00",60.03518,5.3416,41.76,43.3,654.67,,,,,,,,,,,,,0,0,0,0
"2026-01-05 05:13:00",60.03519,5.34158,35.29,43.2,654.9,,,,,,,,,,,,,,,,
"2026-01-05 05:14:00",60.03518,5.34159,33.37,,654.95,,,,,,,,,,,,,,,,
"2026-01-05 05:15:00",60.03519,5.34159,32.38,43.1,654.86,,,,,,,0,,,0,0,0,,,,
"2026-01-05 05:16:00",60.03518,5.34159,29.46,43,655.04,0,14020,278,0,0,0,,17382,339,,,,,,,
"2026-01-05 05:17:00",60.03519,5.34159,26.99,,654.97,,,,,,,,,,,,,0,0,0,0
"2026-01-05 05:18:00",60.03519,5.3416,35.51,42.9,654.57,,,,,,,,,,,,,,,,
"2026-01-05 05:19:00",60.03519,5.34159,31.84,,654.54,,,,,,,,,,,,,,,,
"2026-01-05 05:20:00",60.03519,5.34159,31.81,42.8,654.58,,,,,,,0,,,0,0,0,,,,
"2026-01-05 05:21:00",60.0352,5.3416,31.85,,654.47,0,14020,278,0,0,0,,,339,,,,,,,
"2026-01-05 05:22:00",60.03519,5.3416,26.58,42.7,654.71,,,,,,,,17382,,,,,0,0,0,
"2026-01-05 05:23:00",60.03519,5.3416,31.18,,654.22,,,,,,,,,,,,,,,,0
"2026-01-05 05:24:00",60.03519,5.34159,27.43,42.6,654.32,,,,,,,,,,,,,,,,
"2026-01-05 05:25:00",60.03519,5.34158,29.29,,654.41,,,,,,,0,,,0,0,0,,,,
