soc_min_pct,config_path,run_dir,objective_value,total_fuel_kg,total_starts,total_stops,time_two_gensets_online_h,min_soc_pct,terminal_soc_pct,terminal_reference_soc_pct,configured_soc_min_pct,battery_throughput_kwh,solve_time_s,wall_clock_runtime_s,warning
20,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_no_terminal_soc\soc_min\generated_configs\soc_min_20pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-23_125917_baseline_model_no_terminal_soc_socmin_20pct,809006.9908102191,806.2069908102501,4,3,0.75,20.0,20.0,50.0,20.0,1061.30262475,3.107731819152832,25.99742570001399,ends 30.0 pp below the old terminal reserve; hits the configured minimum SOC
30,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_no_terminal_soc\soc_min\generated_configs\soc_min_30pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-23_125948_baseline_model_no_terminal_soc_socmin_30pct,827481.4895914125,823.9814895915,5,4,0.75,30.0,30.0,50.0,30.0,1024.11320625,7.839296102523804,29.8668614999915,ends 20.0 pp below the old terminal reserve; hits the configured minimum SOC
40,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_no_terminal_soc\soc_min\generated_configs\soc_min_40pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-04-23_130023_baseline_model_no_terminal_soc_socmin_40pct,845646.0426592772,842.1460426592499,5,4,0.75,40.0,40.0,50.0,40.0,1027.62464,8.864550113677979,37.400426699983655,ends 10.0 pp below the old terminal reserve; hits the configured minimum SOC
