initial_soc_pct,config_path,run_dir,objective_value,total_fuel_kg,total_starts,total_stops,time_two_gensets_online_h,terminal_soc_pct,min_soc_pct,terminal_reference_soc_pct,configured_soc_min_pct,battery_throughput_kwh,solve_time_s,wall_clock_runtime_s,warning
50,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_operational_startup1000g\initial_soc\generated_configs\initial_soc_50pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-05-04_140559_operational_model_soc60_no_terminal_cstart_1000g_sensitivity_initialsoc_50pct,693896.7648961217,689.896764896,4,4,0.0,20.000000039193726,20.0,50.0,20.0,2061.38306075,3.0456619262695312,31.84552229999099,ends 30.0 pp below the old terminal reserve; hits the configured minimum SOC
60,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_operational_startup1000g\initial_soc\generated_configs\initial_soc_60pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-05-04_140631_operational_model_soc60_no_terminal_cstart_1000g_sensitivity_initialsoc_60pct,675393.607001385,671.3936070015,4,4,0.0,20.000000039193726,20.0,50.0,20.0,1962.4356925,2.8409368991851807,31.205547599995043,ends 30.0 pp below the old terminal reserve; hits the configured minimum SOC
70,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_operational_startup1000g\initial_soc\generated_configs\initial_soc_70pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-05-04_140703_operational_model_soc60_no_terminal_cstart_1000g_sensitivity_initialsoc_70pct,656890.4491066481,652.89044910675,4,4,0.0,20.000000039193726,20.0,50.0,20.0,1863.488324,5.166764736175537,31.60464780003531,ends 30.0 pp below the old terminal reserve; hits the configured minimum SOC
80,C:\Users\bulve\OneDrive\master\model\analysis\output\sensitivity_operational_startup1000g\initial_soc\generated_configs\initial_soc_80pct.toml,C:\Users\bulve\OneDrive\master\model\runs\2026-05-04_140732_operational_model_soc60_no_terminal_cstart_1000g_sensitivity_initialsoc_80pct,638387.2912119114,634.3872912119999,4,4,0.0,20.000000039193726,20.7,50.0,20.0,1764.54095575,3.770664930343628,28.643603599979542,ends 30.0 pp below the old terminal reserve
