regime,regime_label,load_bin,n,power_kw_median,fuel_gph_median,oem_fuel_gph,fuel_delta_gph,fuel_delta_pct,sfoc_gkwh_median,oem_sfoc_gkwh,sfoc_delta_gkwh,sfoc_delta_pct,power_scale_to_match_oem
ge1600,~1800 rpm,"[50, 60)",162,198.275,41962.2,38232.425,3729.774999999994,9.755528193673285,211.0691872523584,192.88,18.18918725235841,9.430312760451269,1.097243693676709
ge1600,~1800 rpm,"[70, 80)",110,293.7165,64264.2,56099.8515,8164.3485,14.553244405646957,218.78471509012996,191.0,27.784715090129964,14.546971251376945,1.1455324440564696
lt1600,~1400 rpm,"[20, 30)",68,84.7,14750.399999999998,37152.5,-22402.100000000002,-60.29769194536034,177.14100419492786,193.0,-15.85899580507214,-8.217096272058104,0.9023251830599921
lt1600,~1400 rpm,"[40, 50)",54,175.175,31550.399999999998,37152.5,-5602.100000000002,-15.07866227037212,179.58946904109115,193.0,-13.41053095890885,-6.948461636740337,0.9332015135123941
