regime,regime_label,load_bin,n,power_kw_median,fuel_gph_median,oem_fuel_gph,fuel_delta_gph,fuel_delta_pct,sfoc_gkwh_median,oem_sfoc_gkwh,sfoc_delta_gkwh,sfoc_delta_pct,power_scale_to_match_oem
ge1600,~1800 rpm,"[40, 50)",362,190.575,40030.2,37152.5,2877.699999999997,7.745642958078183,211.3327578482847,193.0,18.3327578482847,9.498838263359948,1.0883398278593757
ge1600,~1800 rpm,"[50, 60)",333,194.425,41118.0,37512.475,3605.5250000000015,9.611535895725359,210.75067506750676,192.96,17.790675067506754,9.219877211601759,1.0960051229003496
ge1600,~1800 rpm,"[60, 70)",44,251.65525000000002,53848.2,48214.53175,5633.668249999995,11.684585633251524,214.4336005319346,191.7708,22.66280053193458,11.817649262523064,1.1157906442331005
ge1600,~1800 rpm,"[70, 80)",87,290.675,63537.6,55518.925,8018.674999999996,14.44313808309508,218.52406417112303,191.0,27.52406417112303,14.410504801635092,1.1444313808309508
lt1600,~1400 rpm,"[40, 50)",56,169.51550000000003,30550.8,37152.5,-6601.700000000001,-17.76919453603392,179.6024234118566,193.0,-13.397576588143409,-6.941749527535445,0.9338042864406776
lt1600,~1400 rpm,"[50, 60)",30,194.425,35427.0,37512.475,-2085.4749999999985,-5.5594172338668635,181.58020698785322,192.96,-11.379793012146791,-5.897488086726157,0.9443108489953472
